name,rating,address,phone,website,website_phone,email
Telfar G G & M,,,(07) 3289 6863,,,
Mack's Electrical Service,,,0429 698 606,,,
Pezz Electrical,,,0439 844 645,,,
Bunbury Electrical Service Contracting Pty Ltd,,,(08) 9726 2722,,,
H Mann (1919) Pty. Ltd.,5.0,"31 Ferguson St, Forestville, NSW, 2087",(02) 9451 8252,https://hmann1919.com.au/about-us,,
Encore Electrical,5.0,,(07) 3808 7543,http://www.encoreelectrical.com,0414 407 841,service@encoreelectrical.com
Ozzy's Electrical Services,,"Electricians & Electrical Contractors, Whyalla Stuart, SA 5608",0417 859 079,,,
Augusta Electrics,5.0,,0419 904 018,,,
Electric Blue Services,5.0,,0455 756 499,http://www.electricblueservices.com.au,,
Howzat Electrical,,,0439 585 779,https://www.howzatelectrical.com,,
Lower North Electrical,,,0419 238 008,,,
Howlong Electrics,,"18 Clarke St West, Howlong, NSW, 2643",(02) 6026 8281,,,
Marko's Maintenance & Electrical Services,,"25 Harold St, George Town, TAS, 7253",0459 193 077,,,
Jamie Bevan Electrical & Data,,"93 Wyman St, Broken Hill, NSW, 2880",0411 150 990,,,
Alpine Electrical,,,(02) 6456 3147,,,
,,,,,,
,,,,,,
Johnstone Electrics,,,(03) 9390 3665,http://www.johnstoneelectrics.com.au,0418 337 686,johnelect@bigpond.com
J & L Cross Pty Ltd,3.0,,(02) 6551 2320,,,
Alan Muller Electrical Pty Ltd,,,0418 691 155,,,
Wendt Electrical Pty Ltd,,"61 Clarendon Station Rd, Clarendon, QLD, 4311",0409 097 847,,,
JOHNOELEC,,,0417 031 045,,,
Martin Uhrig Electrical,,,0432 071 093,,,
EARTHED ELECTRICAL & EXCAVATIONS,,"22 Henbury St, Huntly, VIC, 3551",0429 700 574,,,
A B N Electrical Contractors,,,(03) 5336 4844,,,
,,,,,,
Doug McKillop Electrical,,,0418 654 581,,,
Basso Electrics Pty Ltd,,,0412 482 378,http://bassoelectrics.com.au,0412 482 378,dennis@bassoelectrics.com.au
Dangerzone Electrical,5.0,,(08) 8988 9990,,,
Flash Electrical,,,0418 828 425,,,
Chris Ware Electrical,5.0,"9 Renoir St, Old Toongabbie, NSW, 2146",0412 438 767,http://www.chriswareelectrical.com.au,,chriswareelectrical@gmail.com
Brad Stone Electrics,,,0457 999 805,,,
Dave Spencer Electrics,,"55 Standish Way, Woodvale, WA, 6026",0418 928 107,,,
DTS Electrical (SA) Pty. Ltd.,5.0,,0419 865 765,,,
Roma R.A.C.E.,2.0,"122 Bowen St, Roma, QLD, 4455",0427 115 285,https://romarace.com.au,,
Cirillo Electrical Pty Ltd,,,0418 502 244,,,
Port Fairy Electrics,,,0461 332 318,,,
Adam Ferris Electrical,3.0,,0427 734 811,,,
Mick Neill Electrical Pty Ltd,,,(02) 4362 3222,,,
Get Switched Electrical,,,0429 204 168,,,
RJK Electricians,,,0429 065 649,,,
D And A Wilcox Electrical Pty Ltd,5.0,,0418 518 245,,,
Barry Macdonald,,,(03) 5975 1817,,,
Umbers M J & A J Electrical Contractors,,,0408 528 826,,,
Jeffery Electrical Services,,,0428 356 092,,,
Billy Mahoney Electrical,5.0,"28 Hunter St, Mansfield, VIC, 3722",0417 331 979,,,
Green Light Electrical Pty Ltd,,,0425 294 777,,,
KDEC Electrical & Solar,,,(02) 6021 6033,http://www.kdec.com.au,,kdec@kdec.com.au
BRC Electrical PTY LTD,,,0413 566 708,https://brc-electrical.com.au,1843822566,brett.02@live.com.auPh
Comlink Electrical Pty Ltd,,,1800 611 611,http://www.comlinkelectrical.com,,
Charlie's Electrical Services Pty Ltd,,,0419 771 364,http://www.charlieselectrical.com.au,,
Robertson Electrical Services - Robert Handley,,,0419 243 520,http://www.robertsonelectricalservices.com.au,0419 243 520,rob@robertsonelectricalservices.com.au
Ross Reid Electrical Contractors,,,(07) 4094 1672,http://www.rossreidelectricalservices.com.au,0417 039 077,rre3@bigpond.com
Darren Liersch Electrical Services,,,0409 077 600,https://nicelocal.com.au/victoria/building/darren_liersch_electrical_services,,
,,,,,,
,,,,,,
Johnstone Electrics,,,(03) 9390 3665,http://www.johnstoneelectrics.com.au,0418 337 686,johnelect@bigpond.com
Harbour Electrical & Data Solutions P/L,,,0408 660 166,http://www.harbourelectrical.com.au,0408 660 166,
A.B. & B.W. Electrics Pty Ltd,5.0,"2 Ararat St, Altona North, VIC, 3025",0409 338 851,,,
TENMEN ELECTRICAL,,,1300 836 636,http://tenmenelectrical.com,1300 836 636,
Northern Valleys Electrical,,,0407 441 341,http://www.northernvalleyselectrical.com,0407 441 341,nvelectrical@outlook.com.au
Azzbright Electrical,,"12 Harris St, Altona North, VIC, 3025",0413 068 232,https://www.azzbrightelectrical.com.au,0413 068 232,azzbright@icloud.com
Reliance Electrical Contractors Pty Ltd,,,0404 152 937,,,
E J Lack Electrical,,,(03) 9853 2644,http://www.ejlack.com.au,41 065 303,
,,Start by browsing through our online directory to find electricians in your area,,,,
Greg Neil Reeves Electrical,,,0416 802 067,http://www.gregreeveselectrical.com.au,,
Gold City Solar & Electrical,,,(07) 5483 2223,http://www.goldcitysolar.com.au,,
Hiscox Electrical & Air Conditioning,,,0413 493 292,,,
Shane's Gas & Electric's,,,0418 931 123,http://www.shanes-gas-electrics.com,,
North Lakes & Surrounds Electrical,,,(07) 3155 1650,https://www.northlakeselectrical.com,,
Norm Townsend Air Conditioning & Electrical Contractor,,,0427 792 316,,,
J J K Electrical,,,0419 720 094,,,
Daniher Electrical Services,,,0490 070 289,,,
No Stress Electric M & A Ovens,,"20 Gippsland St, Jindabyne, NSW, 2627",0435 427 708,,,
Daryl Brown Electrical Contractor,5.0,,0418 524 415,,,
Custom Home Solutions,,,0408 240 127,,,
Duyker & Co,,"70 Belgrave St, Kempsey, NSW, 2440",(02) 6562 4525,,,
Think Green Electrical Pty Ltd,,,0400 183 703,,,
G Cosis Electrical,,,(02) 9603 4196,,,
Rob Buchanan Electrical,,"15 Princeton St, Kenmore, QLD, 4069",(07) 3378 5525,http://rbelectrical.net.au,0418 873 655,
P J & J M Williams Pty Ltd,5.0,,(03) 9776 0405,http://www.williamselectric.com.au,,
Pearce Electrical Services (Vic) Pty Ltd,,,(03) 9580 4569,http://www.pearceelec.com.au,,info@pearceelec.com.au
Bordertown Pumps & Refrigeration Pty Ltd,,,(08) 8752 1959,http://www.bordertownpumps.com.au,,admin@bordertownpumps.com.au
TLE Electrical,,"110. Hume St, Goulburn, NSW, 2580",(02) 4821 5200,http://www.mmem.com.au,,
Stewart Electrical,,,0433 549 121,http://www.stewartelectrical.com.au,0433 549 121,luke@stewartelectrical.com.auPhone
Encompass Electrical,,,0458 772 227,http://www.encompasstechnologies.com.au,0458 772 227,michael@encompasstechnologies.com.au
Morayfield Electrical,,,0419 879 156,https://www.facebook.com/CabooltureElectrical,,
Cutting Edge Electrical & Instrumentation,,,(03) 5622 3516,http://www.cuttedge.com.au,,
B J Electrics Pty Ltd,,,(03) 5995 2935,http://www.bjelectrics.com.au,0418 328 790,info@bjelectrics.com.au
Insperata Integrated Systems,,"12 Craig St, Port Hedland, WA, 6721",0447 041 308,http://www.insperata.com.au,,
ELECTROPLEX,4.5,,0435 335 752,http://www.electroplex.com.au,0435 335 752,mitch@electroplex.com.au.
Icebolt Electrical,5.0,,0435 205 708,https://www.iceboltelectrical.com.au,0435205708,Iceboltelectrical@outlook.com
Electric Lizard Electrical Services,5.0,,0413 406 997,,,
,,,,,,
,,,,,,
Mr Emergency,,,1300 355 547,https://www.mremergency.com.au/service-areas/sa/electrician-adelaide,1300 164 064,
Iconic Electrical and data Pty Ltd,5.0,,(07) 3060 5556,http://www.iconicelectricaldata.com.au,,office@iconicelectricaldata.com.au
Bucketts Way Electrical Pty Ltd,,"22 Church St, Gloucester, NSW, 2422",(02) 6558 2890,,,
Caboolture Electrical,,,0419 879 156,https://www.facebook.com/CabooltureElectrical,,
New Norfolk Electrical,5.0,,(03) 6261 3705,,,
David Potter Electrical & Maintenance,,,0410 496 796,http://www.edenelectrical.com.au,,
Dean Dixon Electrical Pty Ltd,1.0,,0429 965 385,,,
Broadhurst Garth,,"3 Webb St, North Rockhampton, QLD, 4701",(07) 4928 9784,,,
,,,,,,
Sparky's Electrical,,,0418 254 360,http://www.sparkyselectricalservices.com.au,,
Electrix All Blew Pty Ltd,,,0404 859 222,http://www.electrixallblew.com.au,0404 859 222,
NGR Electrical Contracting,,,0428 253 831,,,
River Rock Electrical,,,0404 015 512,,,
Nappa Electrical,,"63 Rea St, Shepparton, VIC, 3630",0408 597 330,http://www.nappaelectrical.com,,
MakiLec,,,0447 181 483,https://www.facebook.com/MakiLec,,
Matthew Jones Electrical,5.0,,0428 643 217,https://www.facebook.com/pages/Matthew-Jones-Electrical/518000721590926?fref=ts,,
Platinum Electricians,5.0,,0477 355 115,https://www.platinumelectricians.com.au/nsw,1800 752 846,
Quadrant Power Pty Ltd,5.0,,0424 260 361,http://www.quadrantpower.com.au,,
Randall Electrics,5.0,,(02) 9838 9711,http://www.randallelectrics.com.au,1300 045 103,
Wire In Electrical Pty Ltd,4.0,,(02) 8599 2514,https://wireinelectrical.com.au,,
Stuart Johnston Electrical,5.0,,(02) 4229 6156,http://www.stuartjohnstonelectrical.com.au,,
Caslec Industrial Electrical & Data,5.0,"3 Long St, Smithfield, NSW, 2164",(02) 8859 2346,http://www.caslec.com.au,,
AB Electrical Services,5.0,,0405 343 343,https://www.yellowpages.com.au/nsw/richmond/ab-electrical-services-1000002266185-listing.html?referredBy=www.yellowpages.com.au&context=businessTypeSearch,,
AIS Electrical,5.0,,(07) 3206 1441,http://www.aiselectrical.com.au,,info@aiselectrical.com.au
JST Solutions - Commercial And Domestic Electrician Services,5.0,,0421 174 999,https://jstsolutions.com.au,0421 174 999,info@jstsolutions.com.au
Smart Energy Automation,5.0,,1800 180 810,https://smartenergyautomation.com.au,,
Electrical Works Sydney,5.0,"79A Adelaide St, West Ryde, NSW, 2114",0433 975 175,https://electricalworkssydney.com.au,0433975175,electricalworkssydney@hotmail.com
O'Brien Electrical Lake Macquarie,5.0,,(02) 4953 6656,http://lakemacquarie.laserelectrical.com.au,1800 059 829,
LED Solutions Australia,5.0,"42 Dacre St, Mitchell, ACT, 2911",1300 763 122,https://www.ledsolution.com.au,,
Blanchard Electrical,4.0,,0414 158 620,http://blanchardelectrical.com.au,0414158620,Greg@blanchardelectrical.com.au
The Electrician,3.7,,0404 800 118,https://calltheelectrician.com.au,0480 007 940,
GLE Electrical Services NSW,5.0,,0428 890 371,http://gleelectrical.com.au,,
True Local Electricians,5.0,,0423 562 257,http://www.truelocalelectricians.com.au,1719192781,
Faraday Group,5.0,,(02) 9809 5299,http://www.faradaygroup.com.au,,
Glenn the Sparky Electrical,5.0,,0404 525 224,https://www.facebook.com/electricianglennselectricalservice,,
Today Tonight Electrical,5.0,,0404 800 118,https://www.todaytonightelectrical.com.au,0420 102 333,
Montague Electrical,5.0,,0448 911 476,https://www.montagueelectrical.com,448 911 476,info@montagueelectrical.combottom
,,,,,,
,,,,,,
Mr Emergency,,,1300 355 547,https://www.mremergency.com.au/service-areas/sa/electrician-adelaide,1300 164 064,
Bellevue Electrical,5.0,,0448 326 234,http://www.bellevueelectrical.com.au,,
Batley Industrial Electrics,,,(08) 9726 0156,,,
O'Connor Les,,"317 Gosport St, Moree, NSW, 2400",0418 668 962,,,
Cabonne Electrical Pty Ltd,,,0419 897 765,,,
Berry Springs Electrical,,,0408 804 496,,,
DPR Electrical Services,,,0418 910 053,,,
ElecCraft,,,0431 810 032,,,
,,,,,,
David Drayton Electrical Contractor,,,0411 252 165,,,
Mark Graham Electrical,,"8/ 510 Woolcock St, Garbutt, QLD, 4814",(07) 4417 4103,http://www.mge.net.au,,
Raps Electrical,,,0409 441 980,http://www.rapselectrical.com.au,,
Electrical Testing & Tagging,,,0418 956 395,http://www.rjelectrics.com.au,,
Ballarat Electrical Services,,"2 Trench St, Ballarat Central, VIC, 3350",0418 508 967,http://www.ballaratelectricalservices.com.au,0418 508 967,info@ballaratelectricalservices.com.auDomesticBallarat
Fells Powerline & Electrical Pty Ltd,,"2 Knox St, Daylesford, VIC, 3460",(03) 5348 2492,http://fellselectrical.com,0434 357 882,admin@fellselectrical.com
Barcam Electrical Service Pty Ltd,,"13 Juliet St, Mackay, QLD, 4740",(07) 4957 4103,http://www.barcamelectrical.com.au,4957 410324,
Mowbray Electrical,,,0419 861 597,https://www.facebook.com/mowbrayelectrical.com.au,,
Lockhart Electrical & Solar Pty Ltd,,,0429 137 508,https://simonlaneelectrical.com.au,0429 137 508,
N-Tech Electrical,,,0422 399 560,https://ntechelectrical.net/?utm_source=gmb&utm_medium=website&utm_campaign=tradius,0422 399 560,
Kilby Electrical,,,0409 047 531,http://www.kilbyelectrical.com.au,0409 047 531,
ForrestView Electrical and Maintenance Services,,,0467 602 623,https://forrestviewelectricalandmaintenanceservices.com.au,0467 602 623,admin@forrestviewservices.com.auHoursOpen
Delacey Electrical Service Pty Ltd,,"40 George St, Bowen, QLD, 4805",(07) 4786 1725,http://www.delaceyelectrical.com.au,,
Webb Electrical And Solar,,,0400 373 936,https://www.webbelectricalandsolar.com.au,,
Confac Electrical Services,,,0419 358 634,http://www.confacelectrical.com.au,0409 514 116,
Taylor Electrical Services,,"51 Illuka St, Buderim, QLD, 4556",0408 000 649,http://taylorelectricalservices.com.au,0408 000 649,gary@taylorelectricalservices.com.au
Glenn Tucker Electrical,,,0417 344 392,,,
Peter Rasmussen Electrical,,"331 Alderley St, Toowoomba, QLD, 4350",(07) 4635 8710,,,
GBC Electrical Services,,,0429 381 725,http://gbcelectrical.com.au,,
Steady Power Pty Ltd,5.0,,0448 299 460,http://www.steadypower.com.au,,admin@steadypower.com.auIf
Chess (NT) Pty Limited,,,0477 772 317,http://www.chessnt.com,,
Evolution Electrical,,,0414 465 177,http://www.evolutionelectrical.com.au,,
Carnarvon Electrics,,,(08) 9941 1644,,,
Electrical Allsorts,,"10 Wyreema St, Murray Bridge, SA, 5253",0417 803 601,http://www.electricalallsorts.com.au,,
Kossen Michael,3.0,,0409 266 807,,,
Outback Electrical & Airconditioning,1.0,"9 George St, Amby, QLD, 4462",(07) 4623 7437,,,
Eco Electrical Services Brisbane,5.0,,0413 608 752,http://www.ecoesb.com.au,0413 608 752,
SPElectrical,5.0,,0412 106 903,http://www.spelectricalmelb.com.au,,
,,,,,,
,,,,,,
Aussie Electrical Services,,"127/ 377 Kent St, Sydney, NSW, 2000",1300 135 407,https://www.aussieelectricalandplumbing.com.au/#utm_source=Yellow%20Online&utm_medium=Directory&utm_campaign=Website%20Link&utm_content=ELECTRICIAN,1800 957 769,info@aussieservices.com.au
Wired To Go Electrical,,,0420 671 218,,,
Warrnambool Electrical Contractors,,,0477 977 114,,,
Nilsen NT,,,(08) 8947 1134,http://www.nilsen.com.au,,
Wilpower Electrical Services,,,0412 162 304,https://wilpower-electrical-services-pl.business.site,,
Greenhill Electrical Pty Ltd,5.0,"256 Hay St, Kalgoorlie, WA, 6430",(08) 9021 6666,,,
7E Integrated Services,5.0,,0421 517 243,http://7e.net.au,,
Davies Electrical,4.2,,(08) 8376 3344,http://davieselectrical.com.au,,
,,Start by browsing through our online directory to find electricians in your area,,,,
Cornford Electrics,4.9,,0430 300 131,http://www.cornfordelectrics.com.au,,
On Call Electrical Maintenance & Breakdown Service,,,(03) 9836 7100,https://www.truelocal.com.au/business/on-call-electrical-maintenance-and-breakdown-service/canterbury,,
Cope Electrical Pty Ltd,5.0,,(02) 4257 3363,http://www.copeelectrical.com.au,,
Holdens Electrical Contracting,5.0,,(08) 9459 1538,http://www.holdenselectrical.com.au,,
Michael Johnstone Electrician,1.0,,0418 337 686,http://www.johnstoneelectrics.com.au,0418 337 686,johnelect@bigpond.com
Hornsby Electric Pty Ltd,,,(02) 9477 2550,http://www.hornsbyelectric.com.au,02 947725,
Inline Data & Electrical,,,1300 667 885,https://www.inlinede.com.au,04000 556,service@8tek.com.au
Standby Electrical Services Pty Ltd,5.0,,0418 352 189,http://www.standbyelectricalservices.com.au,0418 352 189,
L.M. Poole & Co.,5.0,"Unit 6 - 504 Marmion St, Booragoon, WA, 6154",(08) 9317 1161,http://www.lmpoole.com.au,,Contactadmin@lmpoole.com.au
Chris Poli Electrical Services,5.0,,(02) 7912 4892,https://www.chrispolielectrical.com.au,0400 430 363,363chrispolielectrical@gmail.comMon-Fri
Accord Electrical + Solar,5.0,,(07) 5438 2384,http://www.accordelectrical.com.au,,
Electrician To The Rescue Electrical Services,5.0,"Electricians & Electrical Contractors, St Peters, NSW 2044",(02) 8583 2396,http://www.electriciantotherescue.com.au,1800 893 218,jobs@electriciantotherescue.com.au
Mornington Peninsula Electrical,5.0,Legal ID: Oven & Stove Repairs,0418 957 407,http://www.morningtonpelectrical.com.au,0418 957 407,
Laser Electrical Bundaberg,5.0,"Shed 1/23 McLean St, Bundaberg, QLD, 4670",(07) 4151 5683,http://www.laserelectrical.com.au,,
WATS-ON Electrix,5.0,,0438 339 229,http://www.wats-on.com.au,0438 339 229,
Ando's Electrical,1.5,"13 Victoria Street, Bundaberg East, QLD, 4670",(07) 4152 4777,http://www.andoselectrical.com.au,,
Alectric,5.0,,0449 977 507,http://alectricsa.com.au,,
Total Electric,5.0,,0417 280 820,http://www.totalelectric.com.au,0417 280 820,brad@totalelectric.com.au
Mern Industries,5.0,,0428 484 588,https://mernindustries.com.au,0428 484 588,admin@mernindustries.com.au
Rees Electrics,,,0409 455 655,http://www.reeselectrics.com.au,,
Platinum Electricians,4.2,,1800 752 846,http://www.platinumelectricians.com.au,1800 752 846,
Algester Electrical,5.0,,(07) 3273 1858,http://www.algesterelectrical.net.au,0412 197 960,
Stack Electrical & Data Services,,"82 Moorabool St, Geelong, VIC, 3220",(03) 5229 7779,https://www.stackelectrical.com.au,,
E.T.C.S.,5.0,,1300 724 001,https://www.etcs.com.au,1300 724 001,
Laser Electrical Fyshwick,,,(02) 6162 2807,http://fyshwick.laserelectrical.com.au,,
Sewell Electrical Pty Ltd,5.0,,,http://www.sewellelectrical.com.au,,
Tiger Spark Electrical,,,0427 339 472,http://www.tigersparkelectrical.com.au,0427 339 472,
Laser Electrical Hume,5.0,,(02) 6260 1906,http://www.laserelectrical.com.au,,
,,,,,,
,,,,,,
Mr Emergency,,,1300 355 547,https://www.mremergency.com.au/service-areas/sa/electrician-adelaide,1300 164 064,
L.M. Poole & Co.,5.0,"Unit 6 - 504 Marmion St, Booragoon, WA, 6154",(08) 9317 1161,http://www.lmpoole.com.au,,Contactadmin@lmpoole.com.au
Chris Poli Electrical Services,5.0,,(02) 7912 4892,https://www.chrispolielectrical.com.au,0400 430 363,363chrispolielectrical@gmail.comMon-Fri
Accord Electrical + Solar,5.0,,(07) 5438 2384,http://www.accordelectrical.com.au,,
Electrician To The Rescue Electrical Services,5.0,"Electricians & Electrical Contractors, St Peters, NSW 2044",(02) 8583 2396,http://www.electriciantotherescue.com.au,1800 893 218,jobs@electriciantotherescue.com.au
Mornington Peninsula Electrical,5.0,Legal ID: Oven & Stove Repairs,0418 957 407,http://www.morningtonpelectrical.com.au,0418 957 407,
Laser Electrical Bundaberg,5.0,"Shed 1/23 McLean St, Bundaberg, QLD, 4670",(07) 4151 5683,http://www.laserelectrical.com.au,,
WATS-ON Electrix,5.0,,0438 339 229,http://www.wats-on.com.au,0438 339 229,
,,,,,,
Ando's Electrical,1.5,"13 Victoria Street, Bundaberg East, QLD, 4670",(07) 4152 4777,http://www.andoselectrical.com.au,,
Alectric,5.0,,0449 977 507,http://alectricsa.com.au,,
Total Electric,5.0,,0417 280 820,http://www.totalelectric.com.au,0417 280 820,brad@totalelectric.com.au
Mern Industries,5.0,,0428 484 588,https://mernindustries.com.au,0428 484 588,admin@mernindustries.com.au
Rees Electrics,,,0409 455 655,http://www.reeselectrics.com.au,,
Platinum Electricians,4.2,,1800 752 846,http://www.platinumelectricians.com.au,1800 752 846,
Algester Electrical,5.0,,(07) 3273 1858,http://www.algesterelectrical.net.au,0412 197 960,
Stack Electrical & Data Services,,"82 Moorabool St, Geelong, VIC, 3220",(03) 5229 7779,https://www.stackelectrical.com.au,,
E.T.C.S.,5.0,,1300 724 001,https://www.etcs.com.au,1300 724 001,
Laser Electrical Fyshwick,,,(02) 6162 2807,http://fyshwick.laserelectrical.com.au,,
Sewell Electrical Pty Ltd,5.0,,,http://www.sewellelectrical.com.au,,
Tiger Spark Electrical,,,0427 339 472,http://www.tigersparkelectrical.com.au,0427 339 472,
Laser Electrical Hume,5.0,,(02) 6260 1906,http://www.laserelectrical.com.au,,
Sparks Fly Electrical,5.0,,0422 574 463,https://www.sparksflyelectrical.com.au,0422 574 463,info@sparksflyelectrical.com.au
O'Brien Electrical & Air Conditioning Bendigo,5.0,,(03) 5442 1455,http://www.laserelectrical.com.au,,
AMG Electrical Solutions,5.0,"9/27 Pound Street Kingaroy, Kingaroy, QLD, 4610",(07) 4179 0104,http://www.amgelectricalsolutions.com.au,,admin@amgelectricalsolutions.com.au
Mulcahy Electrical,5.0,,0418 126 690,http://www.mulcahyelectrical.com.au,,
Home Cabling Solutions,5.0,,1300 857 120,http://homecablingsolutions.com.au,,
Allround Electrical Pty Ltd,,"20 O'Connell St, Barrack Heights, NSW, 2528",1300 169 263,https://allroundelectrical.com.au,,
Keith Atkinson Electrical,5.0,,,http://www.keithatkinsonelectrical.com.au,,hello@kaelectricians.com.au
RoJess Electrical,5.0,,0412 214 259,http://rojess-electrical.business.site,,
Tim Miller Electrical,1.0,"26 Curtain St, Eaglehawk, VIC, 3556",0427 508 490,,,
Smillie Electrical Services,,,0412 172 736,http://www.smillieelectrical.com.au,,
Sparkwise Electrical Services Pty Ltd,5.0,,0477 774 522,http://www.sparkwise.com.au,,
ADD Electrical,5.0,,1300 233 249,http://www.addbg.com.au/electrical,,
PPE Electrical Pty Ltd,1.0,"Electricians & Electrical Contractors, Stirling, WA 6021",0414 799 047,http://www.ppeelectrical.com.au,0893497540,
Tiger Electrical Solutions,5.0,,0434 104 054,http://www.tigeres.com.au,,
Power Link Electrics,4.9,,0400 756 664,https://www.powerlinkelectrics.com.au,0400 756 664,info@powerlinkelectrics.com.au
,,,,,,
,,,,,,
Mr Emergency,,,1300 355 547,https://www.mremergency.com.au/service-areas/sa/electrician-adelaide,1300 164 064,
Laser Electrical Bundaberg,5.0,"Shed 1/23 McLean St, Bundaberg, QLD, 4670",(07) 4151 5683,http://www.laserelectrical.com.au,,
WATS-ON Electrix,5.0,,0438 339 229,http://www.wats-on.com.au,0438 339 229,
Ando's Electrical,1.5,"13 Victoria Street, Bundaberg East, QLD, 4670",(07) 4152 4777,http://www.andoselectrical.com.au,,
Alectric,5.0,,0449 977 507,http://alectricsa.com.au,,
Total Electric,5.0,,0417 280 820,http://www.totalelectric.com.au,0417 280 820,brad@totalelectric.com.au
Mern Industries,5.0,,0428 484 588,https://mernindustries.com.au,0428 484 588,admin@mernindustries.com.au
Rees Electrics,,,0409 455 655,http://www.reeselectrics.com.au,,
,,Start by browsing through our online directory to find electricians in your area,,,,
Platinum Electricians,4.2,,1800 752 846,http://www.platinumelectricians.com.au,1800 752 846,
Algester Electrical,5.0,,(07) 3273 1858,http://www.algesterelectrical.net.au,0412 197 960,
Stack Electrical & Data Services,,"82 Moorabool St, Geelong, VIC, 3220",(03) 5229 7779,https://www.stackelectrical.com.au,,
E.T.C.S.,5.0,,1300 724 001,https://www.etcs.com.au,1300 724 001,
Laser Electrical Fyshwick,,,(02) 6162 2807,http://fyshwick.laserelectrical.com.au,,
Sewell Electrical Pty Ltd,5.0,,,http://www.sewellelectrical.com.au,,
Tiger Spark Electrical,,,0427 339 472,http://www.tigersparkelectrical.com.au,0427 339 472,
Laser Electrical Hume,5.0,,(02) 6260 1906,http://www.laserelectrical.com.au,,
Sparks Fly Electrical,5.0,,0422 574 463,https://www.sparksflyelectrical.com.au,0422 574 463,info@sparksflyelectrical.com.au
O'Brien Electrical & Air Conditioning Bendigo,5.0,,(03) 5442 1455,http://www.laserelectrical.com.au,,
AMG Electrical Solutions,5.0,"9/27 Pound Street Kingaroy, Kingaroy, QLD, 4610",(07) 4179 0104,http://www.amgelectricalsolutions.com.au,,admin@amgelectricalsolutions.com.au
Mulcahy Electrical,5.0,,0418 126 690,http://www.mulcahyelectrical.com.au,,
Home Cabling Solutions,5.0,,1300 857 120,http://homecablingsolutions.com.au,,
Allround Electrical Pty Ltd,,"20 O'Connell St, Barrack Heights, NSW, 2528",1300 169 263,https://allroundelectrical.com.au,,
Keith Atkinson Electrical,5.0,,,http://www.keithatkinsonelectrical.com.au,,hello@kaelectricians.com.au
RoJess Electrical,5.0,,0412 214 259,http://rojess-electrical.business.site,,
Tim Miller Electrical,1.0,"26 Curtain St, Eaglehawk, VIC, 3556",0427 508 490,,,
Smillie Electrical Services,,,0412 172 736,http://www.smillieelectrical.com.au,,
Sparkwise Electrical Services Pty Ltd,5.0,,0477 774 522,http://www.sparkwise.com.au,,
ADD Electrical,5.0,,1300 233 249,http://www.addbg.com.au/electrical,,
PPE Electrical Pty Ltd,1.0,"Electricians & Electrical Contractors, Stirling, WA 6021",0414 799 047,http://www.ppeelectrical.com.au,0893497540,
Tiger Electrical Solutions,5.0,,0434 104 054,http://www.tigeres.com.au,,
Power Link Electrics,4.9,,0400 756 664,https://www.powerlinkelectrics.com.au,0400 756 664,info@powerlinkelectrics.com.au
Correct Connections Electrical Contractors,5.0,,0417 166 060,http://www.facebook.com/correctconnections,,
Varley Electric,5.0,,0428 399 044,http://www.varleyelectric.com.au,0480 013 730,
Powerlink Electrical,5.0,,1300 859 414,http://electricianbluemountains.com.au,,
Alpine Valley Electrical,5.0,,0402 007 641,http://alpinevalleyelectrical.com.au,,
Janissen Electrics,5.0,"175B Star St, Carlisle, WA, 6101",(08) 9351 8331,http://www.janissenelectrics.com.au,20 600 977,admin@janelectrics.com.au
,,,,,,
,,,,,,
Mr Emergency,,,1300 355 547,https://www.mremergency.com.au/service-areas/sa/electrician-adelaide,1300 164 064,
H4ORCE Electrical,5.0,"20 Rochester St, Homebush, NSW, 2140",0400 446 723,http://www.h4orce.com.au,0400 446 723,
Rowsell D J & J A,,,0427 007 449,,,
Terry Laws,,,(02) 4457 1244,,,
Neil Greer Electrical,,,0428 667 941,,,
Electec Electrical Services Pty Ltd,1.0,,0408 086 861,,,
Canberra & Queanbeyan Electrical Services,,,0418 174 127,http://www.canberraqueanbeyanelectrical.com.au,0418 174 127,
Edwards Electrical Contracting,,,0407 314 348,http://www.sparky4u.com.au,15 606 677,eec.bruce@gmail.com
,,,,,,
Sparc Electrical & Airconditioning,5.0,,0404 213 806,https://www.sparc-electrical.com.au,1248509047,24@Michael
Smart-Safe Electrical Services,1.0,,(02) 4777 5255,http://www.smartsafeelectrical.com.au,0411 511 620,admin@smartsafeelectrical.com.au
AJG Electrical Services Pty Ltd,4.8,,1800 003 166,http://www.ajgelectricalservices.com.au,,
Dorky,,,1800 036 759,http://www.dorky.com.au,,
Horsell Electrical Contractors,5.0,,0400 079 723,https://www.horsellelectrical.com.au,,
AZTECH Electrical Solutions Pty Ltd,5.0,,0402 562 685,http://aztechelectricalsolutions.com,,
Dernancourt Electrical,5.0,,0426 884 622,https://www.facebook.com/pg/dernancourtelectrical/services/?ref=page_internal,,
Winpro Electrical,,,0439 971 980,https://www.facebook.com/winproelectrical,,
MT Smart ELectrical,5.0,,0468 588 186,https://www.facebook.com/MTSmartElec,,
Solely Electrical,5.0,,0490 094 383,https://www.solelyelectrical.com.au/services,0490 094 383,solelyelec@gmail.com0490
East Coast Eco,5.0,,0409 404 590,https://eastcoasteco.com.au,0409 404 590,gavin@eastcoasteco.com.au
